step,satellite_latitude,satellite_longitude,coverage_center_latitude,coverage_center_longitude,native_footprint_radius_m,footprint_radius_m,footprint_area_km2,covered_countries,covered_adult_population,estimated_devices_total,estimated_demodulators_total
522,-48.966661,103.287595,-48.966661,103.287595,100000.0,500000.0,785398.1633974483,0,0,0,0
523,-48.831920,104.542331,-48.831920,104.542331,100000.0,500000.0,785398.1633974483,0,0,0,0
524,-48.694638,105.736029,-48.694638,105.736029,100000.0,500000.0,785398.1633974483,0,0,0,0
525,-48.554995,106.872025,-48.554995,106.872025,100000.0,500000.0,785398.1633974483,0,0,0,0
526,-48.413160,107.953525,-48.413160,107.953525,100000.0,500000.0,785398.1633974483,0,0,0,0
527,-48.269286,108.983598,-48.269286,108.983598,100000.0,500000.0,785398.1633974483,0,0,0,0
528,-48.123515,109.965164,-48.123515,109.965164,100000.0,500000.0,785398.1633974483,0,0,0,0
529,-47.975978,110.900992,-47.975978,110.900992,100000.0,500000.0,785398.1633974483,0,0,0,0
530,-47.826794,111.793703,-47.826794,111.793703,100000.0,500000.0,785398.1633974483,0,0,0,0
531,-47.676076,112.645767,-47.676076,112.645767,100000.0,500000.0,785398.1633974483,0,0,0,0
532,-47.523923,113.459512,-47.523923,113.459512,100000.0,500000.0,785398.1633974483,0,0,0,0
533,-47.370432,114.237124,-47.370432,114.237124,100000.0,500000.0,785398.1633974483,0,0,0,0
534,-47.215688,114.980658,-47.215688,114.980658,100000.0,500000.0,785398.1633974483,0,0,0,0
535,-47.059771,115.692040,-47.059771,115.692040,100000.0,500000.0,785398.1633974483,0,0,0,0
536,-46.902755,116.373077,-46.902755,116.373077,100000.0,500000.0,785398.1633974483,0,0,0,0
537,-46.744708,117.025460,-46.744708,117.025460,100000.0,500000.0,785398.1633974483,0,0,0,0
538,-46.585694,117.650774,-46.585694,117.650774,100000.0,500000.0,785398.1633974483,0,0,0,0
539,-46.425771,118.250504,-46.425771,118.250504,100000.0,500000.0,785398.1633974483,0,0,0,0
540,-46.264993,118.826040,-46.264993,118.826040,100000.0,500000.0,785398.1633974483,0,0,0,0
541,-46.103409,119.378683,-46.103409,119.378683,100000.0,500000.0,785398.1633974483,0,0,0,0
542,-45.941067,119.909652,-45.941067,119.909652,100000.0,500000.0,785398.1633974483,0,0,0,0
543,-45.778010,120.420090,-45.778010,120.420090,100000.0,500000.0,785398.1633974483,0,0,0,0
544,-45.614277,120.911066,-45.614277,120.911066,100000.0,500000.0,785398.1633974483,0,0,0,0
545,-45.449906,121.383585,-45.449906,121.383585,100000.0,500000.0,785398.1633974483,0,0,0,0
546,-45.284932,121.838586,-45.284932,121.838586,100000.0,500000.0,785398.1633974483,0,0,0,0
547,-45.119387,122.276953,-45.119387,122.276953,100000.0,500000.0,785398.1633974483,0,0,0,0
548,-44.953301,122.699515,-44.953301,122.699515,100000.0,500000.0,785398.1633974483,0,0,0,0
549,-44.786703,123.107049,-44.786703,123.107049,100000.0,500000.0,785398.1633974483,0,0,0,0
550,-44.619619,123.500286,-44.619619,123.500286,100000.0,500000.0,785398.1633974483,0,0,0,0
551,-44.452073,123.879915,-44.452073,123.879915,100000.0,500000.0,785398.1633974483,0,0,0,0
552,-44.284089,124.246581,-44.284089,124.246581,100000.0,500000.0,785398.1633974483,0,0,0,0
553,-44.115688,124.600893,-44.115688,124.600893,100000.0,500000.0,785398.1633974483,1,17898968,7,1
554,-43.946890,124.943425,-43.946890,124.943425,100000.0,500000.0,785398.1633974483,1,17898968,27,1
555,-43.777715,125.274715,-43.777715,125.274715,100000.0,500000.0,785398.1633974483,1,17898968,54,1
556,-43.608179,125.595274,-43.608179,125.595274,100000.0,500000.0,785398.1633974483,1,17898968,86,1
557,-43.438301,125.905580,-43.438301,125.905580,100000.0,500000.0,785398.1633974483,1,17898968,121,1
558,-43.268095,126.206089,-43.268095,126.206089,100000.0,500000.0,785398.1633974483,1,17898968,160,1
559,-43.097577,126.497227,-43.097577,126.497227,100000.0,500000.0,785398.1633974483,1,17898968,201,1
560,-42.926761,126.779399,-42.926761,126.779399,100000.0,500000.0,785398.1633974483,1,17898968,244,1
561,-42.755659,127.052988,-42.755659,127.052988,100000.0,500000.0,785398.1633974483,1,17898968,288,2
562,-42.584284,127.318356,-42.584284,127.318356,100000.0,500000.0,785398.1633974483,1,17898968,334,2
563,-42.412648,127.575845,-42.412648,127.575845,100000.0,500000.0,785398.1633974483,1,17898968,381,2
564,-42.240762,127.825780,-42.240762,127.825780,100000.0,500000.0,785398.1633974483,1,17898968,430,2
565,-42.068636,128.068468,-42.068636,128.068468,100000.0,500000.0,785398.1633974483,1,17898968,479,2
566,-41.896281,128.304201,-41.896281,128.304201,100000.0,500000.0,785398.1633974483,1,17898968,528,3
567,-41.723705,128.533256,-41.723705,128.533256,100000.0,500000.0,785398.1633974483,1,17898968,578,3
568,-41.550918,128.755896,-41.550918,128.755896,100000.0,500000.0,785398.1633974483,1,17898968,629,3
569,-41.377927,128.972370,-41.377927,128.972370,100000.0,500000.0,785398.1633974483,1,17898968,680,3
570,-41.204742,129.182914,-41.204742,129.182914,100000.0,500000.0,785398.1633974483,1,17898968,731,3
571,-41.031370,129.387756,-41.031370,129.387756,100000.0,500000.0,785398.1633974483,1,17898968,783,4
572,-40.857817,129.587108,-40.857817,129.587108,100000.0,500000.0,785398.1633974483,1,17898968,834,4
573,-40.684091,129.781176,-40.684091,129.781176,100000.0,500000.0,785398.1633974483,1,17898968,886,4
574,-40.510197,129.970153,-40.510197,129.970153,100000.0,500000.0,785398.1633974483,1,17898968,937,4
575,-40.336143,130.154226,-40.336143,130.154226,100000.0,500000.0,785398.1633974483,1,17898968,988,4
576,-40.161935,130.333570,-40.161935,130.333570,100000.0,500000.0,785398.1633974483,1,17898968,1039,5
577,-39.987577,130.508354,-39.987577,130.508354,100000.0,500000.0,785398.1633974483,1,17898968,1089,5
578,-39.813075,130.678739,-39.813075,130.678739,100000.0,500000.0,785398.1633974483,1,17898968,1139,5
579,-39.638434,130.844878,-39.638434,130.844878,100000.0,500000.0,785398.1633974483,1,17898968,1189,5
580,-39.463660,131.006918,-39.463660,131.006918,100000.0,500000.0,785398.1633974483,1,17898968,1238,5
581,-39.288756,131.164999,-39.288756,131.164999,100000.0,500000.0,785398.1633974483,1,17898968,1286,6
582,-39.113727,131.319254,-39.113727,131.319254,100000.0,500000.0,785398.1633974483,1,17898968,1333,6
583,-38.938578,131.469812,-38.938578,131.469812,100000.0,500000.0,785398.1633974483,1,17898968,1380,6
584,-38.763312,131.616795,-38.763312,131.616795,100000.0,500000.0,785398.1633974483,1,17898968,1425,6
585,-38.587933,131.760320,-38.587933,131.760320,100000.0,500000.0,785398.1633974483,1,17898968,1470,6
586,-38.412445,131.900500,-38.412445,131.900500,100000.0,500000.0,785398.1633974483,1,17898968,1513,7
587,-38.236852,132.037442,-38.236852,132.037442,100000.0,500000.0,785398.1633974483,1,17898968,1555,7
588,-38.061156,132.171249,-38.061156,132.171249,100000.0,500000.0,785398.1633974483,1,17898968,1595,7
589,-37.885362,132.302020,-37.885362,132.302020,100000.0,500000.0,785398.1633974483,1,17898968,1633,7
590,-37.709472,132.429851,-37.709472,132.429851,100000.0,500000.0,785398.1633974483,1,17898968,1670,7
591,-37.533489,132.554831,-37.533489,132.554831,100000.0,500000.0,785398.1633974483,1,17898968,1704,7
592,-37.357416,132.677048,-37.357416,132.677048,100000.0,500000.0,785398.1633974483,1,17898968,1736,7
593,-37.181255,132.796586,-37.181255,132.796586,100000.0,500000.0,785398.1633974483,1,17898968,1764,8
594,-37.005011,132.913525,-37.005011,132.913525,100000.0,500000.0,785398.1633974483,1,17898968,1789,8
595,-36.828684,133.027943,-36.828684,133.027943,100000.0,500000.0,785398.1633974483,1,17898968,1810,8
596,-36.652277,133.139915,-36.652277,133.139915,100000.0,500000.0,785398.1633974483,1,17898968,1825,8
597,-36.475794,133.249511,-36.475794,133.249511,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
598,-36.299235,133.356801,-36.299235,133.356801,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
599,-36.122603,133.461851,-36.122603,133.461851,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
600,-35.945901,133.564725,-35.945901,133.564725,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
601,-35.769129,133.665483,-35.769129,133.665483,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
602,-35.592291,133.764186,-35.592291,133.764186,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
603,-35.415388,133.860890,-35.415388,133.860890,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
604,-35.238421,133.955649,-35.238421,133.955649,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
605,-35.061393,134.048518,-35.061393,134.048518,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
606,-34.884304,134.139547,-34.884304,134.139547,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
607,-34.707158,134.228786,-34.707158,134.228786,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
608,-34.529955,134.316281,-34.529955,134.316281,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
609,-34.352696,134.402080,-34.352696,134.402080,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
610,-34.175384,134.486225,-34.175384,134.486225,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
611,-33.998019,134.568761,-33.998019,134.568761,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
612,-33.820603,134.649728,-33.820603,134.649728,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
613,-33.643137,134.729166,-33.643137,134.729166,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
614,-33.465623,134.807115,-33.465623,134.807115,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
615,-33.288061,134.883611,-33.288061,134.883611,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
616,-33.110453,134.958690,-33.110453,134.958690,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
617,-32.932800,135.032388,-32.932800,135.032388,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
618,-32.755103,135.104739,-32.755103,135.104739,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
619,-32.577362,135.175775,-32.577362,135.175775,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
620,-32.399580,135.245528,-32.399580,135.245528,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
621,-32.221757,135.314028,-32.221757,135.314028,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
622,-32.043894,135.381306,-32.043894,135.381306,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
623,-31.865992,135.447391,-31.865992,135.447391,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
624,-31.688052,135.512309,-31.688052,135.512309,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
625,-31.510075,135.576089,-31.510075,135.576089,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
626,-31.332061,135.638756,-31.332061,135.638756,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
627,-31.154011,135.700337,-31.154011,135.700337,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
628,-30.975927,135.760855,-30.975927,135.760855,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
629,-30.797809,135.820335,-30.797809,135.820335,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
630,-30.619657,135.878800,-30.619657,135.878800,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
631,-30.441473,135.936273,-30.441473,135.936273,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
632,-30.263256,135.992776,-30.263256,135.992776,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
633,-30.085009,136.048329,-30.085009,136.048329,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
634,-29.906731,136.102954,-29.906731,136.102954,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
635,-29.728423,136.156670,-29.728423,136.156670,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
636,-29.550086,136.209498,-29.550086,136.209498,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
637,-29.371721,136.261456,-29.371721,136.261456,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
638,-29.193327,136.312562,-29.193327,136.312562,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
639,-29.014906,136.362835,-29.014906,136.362835,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
640,-28.836457,136.412292,-28.836457,136.412292,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
641,-28.657983,136.460950,-28.657983,136.460950,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
642,-28.479482,136.508825,-28.479482,136.508825,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
643,-28.300957,136.555934,-28.300957,136.555934,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
644,-28.122406,136.602291,-28.122406,136.602291,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
645,-27.943831,136.647914,-27.943831,136.647914,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
646,-27.765232,136.692815,-27.765232,136.692815,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
647,-27.586610,136.737010,-27.586610,136.737010,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
648,-27.407965,136.780512,-27.407965,136.780512,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
649,-27.229297,136.823336,-27.229297,136.823336,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
650,-27.050607,136.865494,-27.050607,136.865494,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
651,-26.871895,136.907000,-26.871895,136.907000,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
652,-26.693163,136.947866,-26.693163,136.947866,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
653,-26.514409,136.988105,-26.514409,136.988105,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
654,-26.335635,137.027728,-26.335635,137.027728,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
655,-26.156840,137.066747,-26.156840,137.066747,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
656,-25.978026,137.105174,-25.978026,137.105174,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
657,-25.799192,137.143020,-25.799192,137.143020,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
658,-25.620340,137.180296,-25.620340,137.180296,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
659,-25.441468,137.217012,-25.441468,137.217012,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
660,-25.262579,137.253178,-25.262579,137.253178,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
661,-25.083671,137.288805,-25.083671,137.288805,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
662,-24.904745,137.323903,-24.904745,137.323903,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
663,-24.725802,137.358481,-24.725802,137.358481,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
664,-24.546842,137.392548,-24.546842,137.392548,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
665,-24.367865,137.426115,-24.367865,137.426115,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
666,-24.188872,137.459189,-24.188872,137.459189,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
667,-24.009862,137.491779,-24.009862,137.491779,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
668,-23.830836,137.523894,-23.830836,137.523894,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
669,-23.651794,137.555543,-23.651794,137.555543,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
670,-23.472737,137.586733,-23.472737,137.586733,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
671,-23.293665,137.617472,-23.293665,137.617472,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
672,-23.114578,137.647769,-23.114578,137.647769,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
673,-22.935476,137.677630,-22.935476,137.677630,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
674,-22.756359,137.707064,-22.756359,137.707064,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
675,-22.577228,137.736077,-22.577228,137.736077,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
676,-22.398083,137.764677,-22.398083,137.764677,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
677,-22.218925,137.792871,-22.218925,137.792871,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
678,-22.039752,137.820665,-22.039752,137.820665,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
679,-21.860567,137.848066,-21.860567,137.848066,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
680,-21.681368,137.875080,-21.681368,137.875080,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
681,-21.502156,137.901715,-21.502156,137.901715,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
682,-21.322932,137.927975,-21.322932,137.927975,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
683,-21.143694,137.953868,-21.143694,137.953868,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
684,-20.964445,137.979399,-20.964445,137.979399,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
685,-20.785183,138.004575,-20.785183,138.004575,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
686,-20.605909,138.029400,-20.605909,138.029400,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
687,-20.426624,138.053880,-20.426624,138.053880,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
688,-20.247327,138.078021,-20.247327,138.078021,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
689,-20.068018,138.101829,-20.068018,138.101829,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
690,-19.888698,138.125308,-19.888698,138.125308,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
691,-19.709367,138.148464,-19.709367,138.148464,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
692,-19.530024,138.171301,-19.530024,138.171301,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
693,-19.350671,138.193825,-19.350671,138.193825,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
694,-19.171308,138.216041,-19.171308,138.216041,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
695,-18.991933,138.237953,-18.991933,138.237953,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
696,-18.812549,138.259566,-18.812549,138.259566,100000.0,500000.0,785398.1633974483,1,17898968,1828,8
697,-18.633154,138.280884,-18.633154,138.280884,100000.0,500000.0,785398.1633974483,1,17898968,1823,8
698,-18.453749,138.301912,-18.453749,138.301912,100000.0,500000.0,785398.1633974483,1,17898968,1809,8
699,-18.274334,138.322655,-18.274334,138.322655,100000.0,500000.0,785398.1633974483,1,17898968,1789,8
700,-18.094910,138.343116,-18.094910,138.343116,100000.0,500000.0,785398.1633974483,1,17898968,1765,8
701,-17.915475,138.363300,-17.915475,138.363300,100000.0,500000.0,785398.1633974483,1,17898968,1738,7
702,-17.736031,138.383211,-17.736031,138.383211,100000.0,500000.0,785398.1633974483,1,17898968,1709,7
703,-17.556578,138.402854,-17.556578,138.402854,100000.0,500000.0,785398.1633974483,1,17898968,1677,7
704,-17.377116,138.422231,-17.377116,138.422231,100000.0,500000.0,785398.1633974483,1,17898968,1644,7
705,-17.197644,138.441347,-17.197644,138.441347,100000.0,500000.0,785398.1633974483,1,17898968,1609,7
706,-17.018163,138.460206,-17.018163,138.460206,100000.0,500000.0,785398.1633974483,1,17898968,1572,7
707,-16.838674,138.478811,-16.838674,138.478811,100000.0,500000.0,785398.1633974483,1,17898968,1534,7
708,-16.659175,138.497166,-16.659175,138.497166,100000.0,500000.0,785398.1633974483,1,17898968,1495,6
709,-16.479668,138.515276,-16.479668,138.515276,100000.0,500000.0,785398.1633974483,1,17898968,1455,6
710,-16.300152,138.533142,-16.300152,138.533142,100000.0,500000.0,785398.1633974483,1,17898968,1414,6
711,-16.120628,138.550770,-16.120628,138.550770,100000.0,500000.0,785398.1633974483,1,17898968,1372,6
712,-15.941096,138.568162,-15.941096,138.568162,100000.0,500000.0,785398.1633974483,1,17898968,1330,6
713,-15.761555,138.585321,-15.761555,138.585321,100000.0,500000.0,785398.1633974483,1,17898968,1287,6
714,-15.582007,138.602251,-15.582007,138.602251,100000.0,500000.0,785398.1633974483,1,17898968,1244,5
715,-15.402450,138.618955,-15.402450,138.618955,100000.0,500000.0,785398.1633974483,1,17898968,1200,5
716,-15.222885,138.635437,-15.222885,138.635437,100000.0,500000.0,785398.1633974483,1,17898968,1156,5
717,-15.043313,138.651699,-15.043313,138.651699,100000.0,500000.0,785398.1633974483,1,17898968,1112,5
718,-14.863732,138.667745,-14.863732,138.667745,100000.0,500000.0,785398.1633974483,1,17898968,1068,5
719,-14.684144,138.683577,-14.684144,138.683577,100000.0,500000.0,785398.1633974483,1,17898968,1023,5
720,-14.504549,138.699198,-14.504549,138.699198,100000.0,500000.0,785398.1633974483,1,17898968,979,4
721,-14.324946,138.714612,-14.324946,138.714612,100000.0,500000.0,785398.1633974483,1,17898968,934,4
722,-14.145336,138.729821,-14.145336,138.729821,100000.0,500000.0,785398.1633974483,1,17898968,890,4
723,-13.965719,138.744828,-13.965719,138.744828,100000.0,500000.0,785398.1633974483,1,17898968,846,4
724,-13.786094,138.759636,-13.786094,138.759636,100000.0,500000.0,785398.1633974483,1,17898968,802,4
725,-13.606463,138.774247,-13.606463,138.774247,100000.0,500000.0,785398.1633974483,1,17898968,758,4
726,-13.426824,138.788664,-13.426824,138.788664,100000.0,500000.0,785398.1633974483,1,17898968,715,3
727,-13.247179,138.802890,-13.247179,138.802890,100000.0,500000.0,785398.1633974483,1,17898968,672,3
728,-13.067526,138.816927,-13.067526,138.816927,100000.0,500000.0,785398.1633974483,1,17898968,630,3
729,-12.887867,138.830778,-12.887867,138.830778,100000.0,500000.0,785398.1633974483,1,17898968,588,3
730,-12.708202,138.844446,-12.708202,138.844446,100000.0,500000.0,785398.1633974483,1,17898968,547,3
731,-12.528530,138.857932,-12.528530,138.857932,100000.0,500000.0,785398.1633974483,1,17898968,506,3
732,-12.348851,138.871239,-12.348851,138.871239,100000.0,500000.0,785398.1633974483,1,17898968,467,2
733,-12.169166,138.884370,-12.169166,138.884370,100000.0,500000.0,785398.1633974483,1,17898968,428,2
734,-11.989474,138.897326,-11.989474,138.897326,100000.0,500000.0,785398.1633974483,1,17898968,389,2
735,-11.809777,138.910111,-11.809777,138.910111,100000.0,500000.0,785398.1633974483,1,17898968,352,2
736,-11.630073,138.922726,-11.630073,138.922726,100000.0,500000.0,785398.1633974483,1,17898968,316,2
737,-11.450363,138.935173,-11.450363,138.935173,100000.0,500000.0,785398.1633974483,1,17898968,281,2
738,-11.270647,138.947455,-11.270647,138.947455,100000.0,500000.0,785398.1633974483,1,17898968,247,1
739,-11.090925,138.959574,-11.090925,138.959574,100000.0,500000.0,785398.1633974483,1,17898968,214,1
740,-10.911197,138.971532,-10.911197,138.971532,100000.0,500000.0,785398.1633974483,1,17898968,183,1
741,-10.731463,138.983331,-10.731463,138.983331,100000.0,500000.0,785398.1633974483,1,17898968,153,1
742,-10.551723,138.994973,-10.551723,138.994973,100000.0,500000.0,785398.1633974483,1,17898968,125,1
743,-10.371978,139.006460,-10.371978,139.006460,100000.0,500000.0,785398.1633974483,1,17898968,99,1
744,-10.192227,139.017794,-10.192227,139.017794,100000.0,500000.0,785398.1633974483,1,17898968,74,1
745,-10.012471,139.028977,-10.012471,139.028977,100000.0,500000.0,785398.1633974483,1,17898968,52,1
746,-9.832709,139.040010,-9.832709,139.040010,100000.0,500000.0,785398.1633974483,1,17898968,33,1
747,-9.652941,139.050897,-9.652941,139.050897,100000.0,500000.0,785398.1633974483,1,17898968,17,1
748,-9.473168,139.061638,-9.473168,139.061638,100000.0,500000.0,785398.1633974483,1,17898968,5,1
749,-9.293390,139.072235,-9.293390,139.072235,100000.0,500000.0,785398.1633974483,0,0,0,0
750,-9.113607,139.082690,-9.113607,139.082690,100000.0,500000.0,785398.1633974483,0,0,0,0
751,-8.933818,139.093006,-8.933818,139.093006,100000.0,500000.0,785398.1633974483,0,0,0,0
752,-8.754024,139.103183,-8.754024,139.103183,100000.0,500000.0,785398.1633974483,0,0,0,0
753,-8.574225,139.113223,-8.574225,139.113223,100000.0,500000.0,785398.1633974483,0,0,0,0
754,-8.394421,139.123128,-8.394421,139.123128,100000.0,500000.0,785398.1633974483,0,0,0,0
755,-8.214612,139.132900,-8.214612,139.132900,100000.0,500000.0,785398.1633974483,0,0,0,0
756,-8.034798,139.142541,-8.034798,139.142541,100000.0,500000.0,785398.1633974483,0,0,0,0
757,-7.854980,139.152051,-7.854980,139.152051,100000.0,500000.0,785398.1633974483,0,0,0,0
758,-7.675156,139.161433,-7.675156,139.161433,100000.0,500000.0,785398.1633974483,0,0,0,0
759,-7.495328,139.170688,-7.495328,139.170688,100000.0,500000.0,785398.1633974483,1,7658013,3,1
760,-7.315494,139.179818,-7.315494,139.179818,100000.0,500000.0,785398.1633974483,1,7658013,10,1
761,-7.135657,139.188823,-7.135657,139.188823,100000.0,500000.0,785398.1633974483,1,7658013,19,1
762,-6.955814,139.197707,-6.955814,139.197707,100000.0,500000.0,785398.1633974483,1,7658013,27,1
763,-6.775967,139.206469,-6.775967,139.206469,100000.0,500000.0,785398.1633974483,1,7658013,36,1
764,-6.596115,139.215112,-6.596115,139.215112,100000.0,500000.0,785398.1633974483,1,7658013,44,1
765,-6.416259,139.223637,-6.416259,139.223637,100000.0,500000.0,785398.1633974483,1,7658013,50,1
766,-6.236399,139.232045,-6.236399,139.232045,100000.0,500000.0,785398.1633974483,1,7658013,56,1
767,-6.056534,139.240338,-6.056534,139.240338,100000.0,500000.0,785398.1633974483,1,7658013,60,1
768,-5.876665,139.248517,-5.876665,139.248517,100000.0,500000.0,785398.1633974483,1,7658013,62,1
769,-5.696791,139.256583,-5.696791,139.256583,100000.0,500000.0,785398.1633974483,1,7658013,63,1
770,-5.516913,139.264538,-5.516913,139.264538,100000.0,500000.0,785398.1633974483,1,7658013,62,1
771,-5.337031,139.272384,-5.337031,139.272384,100000.0,500000.0,785398.1633974483,1,7658013,59,1
772,-5.157145,139.280120,-5.157145,139.280120,100000.0,500000.0,785398.1633974483,1,7658013,55,1
773,-4.977255,139.287750,-4.977255,139.287750,100000.0,500000.0,785398.1633974483,1,7658013,49,1
774,-4.797360,139.295273,-4.797360,139.295273,100000.0,500000.0,785398.1633974483,1,7658013,43,1
775,-4.617462,139.302691,-4.617462,139.302691,100000.0,500000.0,785398.1633974483,1,7658013,35,1
776,-4.437560,139.310006,-4.437560,139.310006,100000.0,500000.0,785398.1633974483,1,7658013,26,1
777,-4.257653,139.317218,-4.257653,139.317218,100000.0,500000.0,785398.1633974483,1,7658013,17,1
778,-4.077743,139.324329,-4.077743,139.324329,100000.0,500000.0,785398.1633974483,1,7658013,9,1
779,-3.897829,139.331340,-3.897829,139.331340,100000.0,500000.0,785398.1633974483,1,7658013,2,1
780,-3.717911,139.338252,-3.717911,139.338252,100000.0,500000.0,785398.1633974483,0,0,0,0
781,-3.537989,139.345066,-3.537989,139.345066,100000.0,500000.0,785398.1633974483,0,0,0,0
782,-3.358063,139.351783,-3.358063,139.351783,100000.0,500000.0,785398.1633974483,0,0,0,0
783,-3.178134,139.358405,-3.178134,139.358405,100000.0,500000.0,785398.1633974483,0,0,0,0
784,-2.998201,139.364933,-2.998201,139.364933,100000.0,500000.0,785398.1633974483,0,0,0,0
785,-2.818264,139.371367,-2.818264,139.371367,100000.0,500000.0,785398.1633974483,0,0,0,0
786,-2.638324,139.377708,-2.638324,139.377708,100000.0,500000.0,785398.1633974483,0,0,0,0
787,-2.458380,139.383958,-2.458380,139.383958,100000.0,500000.0,785398.1633974483,0,0,0,0
