country,iso3,step,satellite_latitude,satellite_longitude,country_share,step_devices_total,step_demods_total,selected_nodes,selected_demods,series_demod_used,sent_packets_used,decoded_payload_base,decoded_payload_early_decode,decoded_payload_early_drop,decoded_payload_early_decode_drop,decoded_payload_mean,collision_rate,elevation_deg,footprint_radius_m,footprint_area_km2,idle_demodulators,busy_demodulators
Australia,AUS,660,-25.262579,137.253178,1.0,1828,1000,700,500,100,686,299.0,569.4,18.9,588.3,569.4,0.16997084548104957,90.0,500000.0,785398.1633974483,497,3
Australia,AUS,661,-25.083671,137.288805,1.0,1828,1000,400,700,100,390,298.8,388.8,4.3,393.1,388.8,0.003076923076923088,90.0,500000.0,785398.1633974483,698,2
Australia,AUS,662,-24.904745,137.323903,1.0,1828,1000,7,100,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,99,1
Australia,AUS,663,-24.725802,137.358481,1.0,1828,1000,1000,100,100,1048,298.4,567.4,45.8,613.1999999999999,567.4,0.458587786259542,90.0,500000.0,785398.1633974483,95,5
Australia,AUS,664,-24.546842,137.392548,1.0,1828,1000,90,300,100,95,94.8,95.0,0.1,95.1,95.0,0.0,90.0,500000.0,785398.1633974483,299,1
Australia,AUS,665,-24.367865,137.426115,1.0,1828,1000,2,100,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,99,1
Australia,AUS,666,-24.188872,137.459189,1.0,1828,1000,90,300,100,95,94.8,95.0,0.1,95.1,95.0,0.0,90.0,500000.0,785398.1633974483,299,1
Australia,AUS,667,-24.009862,137.491779,1.0,1828,1000,15,700,100,15,15.0,15.0,0.0,15.0,15.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,668,-23.830836,137.523894,1.0,1828,1000,1500,300,100,1599,293.6,530.1,92.9,623.0,530.1,0.6684803001876172,90.0,500000.0,785398.1633974483,293,7
Australia,AUS,669,-23.651794,137.555543,1.0,1828,1000,7,1000,1000,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,670,-23.472737,137.586733,1.0,1828,1000,180,500,100,167,166.8,167.0,1.2,168.2,167.0,0.0,90.0,500000.0,785398.1633974483,499,1
Australia,AUS,671,-23.293665,137.617472,1.0,1828,1000,700,300,100,686,299.0,569.4,18.9,588.3,569.4,0.16997084548104957,90.0,500000.0,785398.1633974483,297,3
Australia,AUS,672,-23.114578,137.647769,1.0,1828,1000,180,300,100,167,166.8,167.0,1.2,168.2,167.0,0.0,90.0,500000.0,785398.1633974483,299,1
Australia,AUS,673,-22.935476,137.67763,1.0,1828,1000,400,700,100,390,298.8,388.8,4.3,393.1,388.8,0.003076923076923088,90.0,500000.0,785398.1633974483,698,2
Australia,AUS,674,-22.756359,137.707064,1.0,1828,1000,40,500,100,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,499,1
Australia,AUS,675,-22.577228,137.736077,1.0,1828,1000,700,500,100,686,299.0,569.4,18.9,588.3,569.4,0.16997084548104957,90.0,500000.0,785398.1633974483,497,3
Australia,AUS,676,-22.398083,137.764677,1.0,1828,1000,15,1000,1000,15,15.0,15.0,0.0,15.0,15.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,677,-22.218925,137.792871,1.0,1828,1000,1000,300,100,1048,298.4,567.4,45.8,613.1999999999999,567.4,0.458587786259542,90.0,500000.0,785398.1633974483,295,5
Australia,AUS,678,-22.039752,137.820665,1.0,1828,1000,2,1000,1000,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,679,-21.860567,137.848066,1.0,1828,1000,40,1000,1000,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,680,-21.681368,137.87508,1.0,1828,1000,1500,1000,1000,1599,1571.6,1574.7,277.0,1851.7,1574.7,0.015196998123827354,90.0,500000.0,785398.1633974483,993,7
Australia,AUS,681,-21.502156,137.901715,1.0,1828,1000,2,1000,1000,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,682,-21.322932,137.927975,1.0,1828,1000,180,300,100,167,166.8,167.0,1.2,168.2,167.0,0.0,90.0,500000.0,785398.1633974483,299,1
Australia,AUS,683,-21.143694,137.953868,1.0,1828,1000,40,1000,1000,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,684,-20.964445,137.979399,1.0,1828,1000,180,700,100,167,166.8,167.0,1.2,168.2,167.0,0.0,90.0,500000.0,785398.1633974483,699,1
